#OTU	Ran_d1_Rcc_e00_1	Ran_d1_Rcc_e00_2	Ran_d1_Rcc_e40_1	Ran_d1_Rcc_e40_2	Ran_d1_Sal_e00_1	Ran_d1_Sal_e00_2	Ran_d1_Sal_e40_1	Ran_d1_Sal_e40_2	Ran_d1_Stw_e00_1	Ran_d1_Stw_e00_2	Ran_d1_Stw_e40_1	Ran_d1_Stw_e40_2	Ran_d1_Stw_e40_3	Ran_d2_Rcc_e00_1	Ran_d2_Rcc_e00_2	Ran_d2_Rcc_e40_1	Ran_d2_Rcc_e40_2	Ran_d2_Sal_e00_1	Ran_d2_Sal_e00_2	Ran_d2_Sal_e40_1	Ran_d2_Sal_e40_2	Ran_d2_Stw_e00_1	Ran_d2_Stw_e00_2	Ran_d2_Stw_e40_1	Ran_d2_Stw_e40_2	Ran_d2_Stw_e40_3	TS_FW_d1_00_1	TS_FW_d1_00_2	TS_FW_d1_04_1	TS_FW_d1_04_2	TS_FW_d1_07_1	TS_FW_d1_07_2	TS_FW_d1_12_1	TS_FW_d1_12_2	TS_FW_d2_00_1	TS_FW_d2_00_2	TS_FW_d2_04_1	TS_FW_d2_04_2	TS_FW_d2_07_1	TS_FW_d2_07_2	TS_FW_d2_12_1	TS_FW_d2_12_2	TS_SW_d1_04_1	TS_SW_d1_04_2	TS_SW_d1_07_1	TS_SW_d1_07_2	TS_SW_d1_12_1	TS_SW_d1_12_2	TS_SW_d2_04_1	TS_SW_d2_04_2	TS_SW_d2_07_1	TS_SW_d2_07_2	TS_SW_d2_12_1	TS_SW_d2_12_2	d1_Ran_0_1	d1_Ran_0_2	d1_Ran_F_e00_1	d1_Ran_F_e00_2	d1_Ran_F_e40_1	d1_Ran_F_e40_2	d1_Rcc_0_1	d1_Rcc_F_e00_1	d1_Rcc_F_e00_2	d1_Rcc_F_e40_1	d1_Rcc_F_e40_2	d1_Sal_0_1	d1_Sal_F_e00_1	d1_Sal_F_e00_2	d1_Sal_F_e40_1	d1_Sal_F_e40_2	d1_Stw_0_1	d1_Stw_F_e00_1	d1_Stw_F_e00_2	d1_Stw_F_e40_1	d2_Ran_0_1	d2_Ran_0_2	d2_Ran_F_e00_1	d2_Ran_F_e40_1	d2_Ran_F_e40_2	d2_Rcc_0_1	d2_Rcc_F_e00_1	d2_Rcc_F_e40_1	d2_Rcc_F_e40_2	d2_Sal_0_1	d2_Sal_F_e00_1	d2_Sal_F_e00_2	d2_Sal_F_e40_1	d2_Sal_F_e40_2	d2_Stw_0_1	d2_Stw_F_e00_1	d2_Stw_F_e00_2	d2_Stw_F_e40_1	Consensus lineage
4610	0	2	4	7	1	5	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	1	1	2	2	0	0	0	2	0	3	2	2	0	1	1	2	0	2	1	1	0	0	0	0	1	0	0	0	1	0	0	8	1	0	11	10	2	5	3	6	1	0	0	0	0	6	0	0	0	2	7	0	3	0	0	2	1	1	3	0	0	0	0	
4611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	5	2	0	3	0	3	3	0	3	0	2	4	0	3	1	2	2	1	0	2	2	0	2	6	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	20	0	0	18	24	4	0	1	0	0	0	0	0	0	1	0	0	0	
4718	0	25	0	0	0	0	0	0	0	0	0	0	0	23	10	20	16	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	2	0	13	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	
4850	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	8	1	0	4	12	0	10	0	0	0	0	0	0	0	1	2	0	16	1	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	44	9	0	0	0	0	0	0	0	0	0	
4862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	8	0	0	0	0	0	1	0	56	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	1	0	0	0	8	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	5	3	1	
4923	0	0	0	0	0	0	0	1	13	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	55	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	1	1	
4926	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	7	0	5	18	11	8	0	0	1	0	0	0	0	7	5	2	15	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	3	0	11	1	0	0	0	0	0	3	0	0	0	
4995	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	0	
5000	0	0	2	4	1	0	0	0	0	0	0	4	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	2	2	2	3	1	4	0	2	3	1	3	2	0	1	0	1	2	1	4	0	3	2	0	8	0	4	1	0	1	0	0	0	0	7	1	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	19	0	2	2	1	0	0	0	0	0	0	0	0	
5040	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	2	2	1	0	0	0	0	3	1	2	1	3	4	3	0	1	2	6	3	3	1	2	0	6	4	1	2	6	12	3	2	1	1	1	0	0	0	0	0	4	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	5	6	2	5	1	1	0	0	0	0	0	0	0	0	
5041	0	4	5	3	1	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	1	0	0	0	0	4	4	0	4	7	9	0	0	2	2	0	1	1	0	0	1	2	2	1	0	1	0	0	0	0	0	0	0	10	3	1	4	4	2	4	0	6	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	4	0	0	0	11	0	0	0	0	0	0	0	0	
5236	0	0	0	0	0	0	2	0	1	15	14	0	9	0	0	0	0	0	0	0	0	0	0	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0	2	2	0	3	17	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	
5388	0	0	4	6	2	10	3	4	2	2	1	0	2	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	2	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	0	2	0	0	4	0	4	16	0	3	1	3	3	2	0	0	0	1	0	1	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	
5397	7	0	0	1	23	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	1	2	7	1	0	4	3	4	0	1	2	10	0	0	7	0	0	1	0	3	0	0	0	0	1	0	0	0	3	0	0	3	2	0	0	0	0	
5542	0	0	1	2	2	1	0	1	1	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	4	1	0	1	2	1	1	3	3	6	1	0	0	0	1	0	1	1	4	1	16	2	1	1	1	1	0	0	1	1	0	0	1	0	1	4	0	1	1	1	0	0	1	1	0	0	0	1	2	1	2	1	0	0	1	1	0	4	0	0	5	
5583	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	6	4	3	1	2	1	6	2	1	0	1	1	0	0	5	3	2	9	0	2	12	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	9	0	2	0	0	0	0	0	0	6	0	0	0	
5591	0	16	1	0	0	0	0	0	0	0	0	0	0	1	3	6	20	3	0	2	0	0	1	0	0	0	1	3	1	1	2	4	3	0	0	1	2	0	1	0	0	0	0	2	1	2	1	4	0	0	0	0	0	1	2	1	1	1	0	1	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	
5607	5	1	0	1	0	0	0	1	0	0	0	0	0	1	2	0	3	2	0	0	1	2	2	0	1	0	1	1	1	1	2	0	1	32	4	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	2	11	0	6	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
5609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	
5670	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	23	0	0	0	0	34	1	0	0	0	1	1	0	0	0	0	0	0	0	2	1	15	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	1	0	1	1	0	0	0	0	0	0	0	0	0	0	
5692	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	7	4	1	7	11	11	0	0	7	3	1	0	2	1	0	2	0	5	4	0	4	0	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	10	1	1	0	0	0	0	0	0	1	0	0	0	
5704	9	0	3	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	1	24	24	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
5747	0	0	0	0	0	0	1	2	0	0	1	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	3	1	0	0	0	8	0	0	2	1	1	0	0	7	4	0	0	0	3	4	0	0	0	0	0	1	1	2	12	0	7	20	
5766	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	1	1	13	5	0	4	10	5	3	0	0	0	0	0	0	0	0	5	9	1	12	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	2	1	0	0	0	0	0	0	0	0	0	
5775	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	3	4	1	2	0	0	0	0	0	0	0	1	4	6	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	1	1	24	19	0	0	0	0	0	0	0	0	0	
5817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	2	6	9	1	1	18	0	2	3	4	2	2	1	0	2	3	3	6	4	0	3	3	1	4	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	
5821	0	0	0	1	19	2	2	0	1	3	9	1	6	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	1	9	0	4	25	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
5839	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	13	0	
5856	0	0	0	0	0	0	0	1	54	1	2	0	3	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	
5874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5	2	2	2	1	1	1	0	10	4	0	2	7	1	1	0	0	0	2	2	1	0	4	4	6	3	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	6	1	0	2	1	0	0	0	0	0	0	0	0	0	
5914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	5	8	0	2	16	7	7	2	1	1	1	1	0	4	3	5	4	0	5	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
5946	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0	2	2	1	0	0	0	0	1	0	0	0	6	5	1	10	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	13	0	22	0	0	0	0	0	0	0	0	0	0	
6039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	
6049	0	0	1	5	0	3	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	3	1	0	1	0	6	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	12	6	2	1	0	5	1	1	3	8	1	0	0	2	1	0	0	0	0	1	0	0	0	0	3	0	0	0	6	0	0	1	1	0	0	0	0	
6075	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	10	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	16	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	
6096	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	8	2	4	3	0	2	1	0	4	14	2	1	0	0	0	0	3	0	2	2	6	4	0	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	3	0	0	2	4	0	0	0	0	0	1	0	0	0	
6097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	7	0	0	0	0	0	0	0	1	4	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	0	0	0	0	0	0	17	3	0	0	0	0	0	5	0	2	21	
6159	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	3	6	0	8	5	7	5	0	0	0	1	0	1	0	1	3	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	17	6	0	0	0	0	0	4	0	0	3	
6176	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	1	0	
6304	0	0	6	10	3	3	12	6	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	5	12	0	2	1	7	6	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
6350	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	15	
6365	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	2	4	5	0	3	8	3	0	1	1	1	0	0	2	2	0	1	1	1	5	0	7	1	1	1	3	1	1	2	1	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	1	0	5	0	0	0	0	0	0	0	0	0	0	
6384	0	0	0	0	1	2	2	1	14	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	42	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	
6407	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	1	0	0	2	1	0	0	0	2	0	4	4	2	0	2	1	0	0	0	0	1	0	0	0	0	0	1	1	1	5	3	1	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	1	0	16	2	4	0	3	2	5	0	0	0	0	0	
6491	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	9	2	3	1	2	4	8	0	0	1	3	1	0	0	1	0	6	5	6	2	0	4	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	1	0	2	0	0	0	
6507	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	10	1	0	0	0	1	0	3	1	3	0	3	3	5	1	1	1	2	0	0	0	0	0	2	1	4	1	1	2	2	0	1	0	0	2	0	0	0	0	0	0	1	0	1	1	1	3	0	0	0	1	0	0	0	0	0	0	0	2	1	4	1	5	1	0	0	0	1	0	0	0	0	1	
6532	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	47	0	0	3	
6593	0	0	1	2	0	2	1	1	3	0	1	2	3	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	1	4	2	2	1	16	0	1	0	11	0	0	0	0	2	0	2	0	0	2	0	1	2	1	0	0	3	
6601	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	1	5	4	0	4	0	3	1	1	5	0	0	0	0	0	0	2	4	1	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	7	1	16	0	6	0	0	0	0	0	0	1	0	0	0	
6631	0	0	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	2	2	0	0	0	2	0	0	1	1	0	3	2	4	3	0	2	3	1	2	3	1	2	0	0	1	0	2	1	2	1	2	1	2	2	1	2	1	0	0	0	1	1	2	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	2	0	3	0	1	1	1	2	0	2	0	0	0	0	0	
6759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	
6783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	
6819	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	52	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
6872	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	4	4	0	6	13	10	5	0	0	0	0	0	0	0	2	7	1	2	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
6972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	6	0	4	15	10	4	1	0	0	0	1	0	0	2	1	1	12	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
6993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	9	25	4	2	0	0	0	0	0	0	0	0	5	4	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7008	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	19	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	2	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	
7089	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	2	0	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
7118	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	1	7	1	1	0	0	0	0	0	0	0	1	0	4	1	3	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	6	0	5	2	3	4	0	0	0	0	0	6	0	0	2	
7136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	4	0	0	0	23	9	7	0	0	0	0	0	0	0	0	5	0	8	0	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
7270	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	7	1	0	3	4	0	1	3	0	1	0	1	1	0	0	0	1	0	0	4	2	0	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	6	1	12	1	0	0	0	0	0	0	0	0	0	
7389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	6	0	2	1	0	1	0	0	0	0	1	2	3	22	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	7	0	0	0	0	0	0	0	0	0	1	
7395	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	2	7	
7466	0	0	0	0	1	0	0	2	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	1	0	0	0	0	1	2	2	2	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	6	5	0	0	0	0	0	0	0	0	2	0	0	1	0	15	0	1	0	0	0	0	1	0	0	0	0	0	
7496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7608	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	3	0	0	0	3	3	0	2	0	0	0	1	0	0	1	0	0	0	0	0	5	2	0	0	0	0	0	0	0	3	1	0	4	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	0	3	0	0	0	0	0	0	0	0	0	0	
7610	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	1	0	2	0	2	1	0	0	0	0	0	0	0	2	2	8	2	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12	1	4	2	0	1	0	0	0	0	0	0	1	
